reference_title,title,season,episode,text,start_time,end_time
America's Got Talent,American Dad!,S10,E2,"(man)
<i>America's Got Talent!</i>","1:6:34,960","1:6:37,730"
America's Got Talent,American Dad!,S10,E2,"for the sake
of<i> America's Got Talent</i>","1:9:54,127","1:9:55,828"
America's Got Talent,American Dad!,S10,E3,"Welcome to
<i>America's Got Talent.</i>","0:0:44,54","0:0:50,60"
America's Got Talent,American Dad!,S10,E3,"of your<i> America's Got Talent</i>
judges.","0:1:20,685","0:1:22,852"
America's Got Talent,American Dad!,S10,E3,won<i> America's Got Talent.</i>,"0:9:48,695","0:9:49,985"
America's Got Talent,American Dad!,S10,E3,"and you participating
in<i> America's Got Talent.</i>","0:13:46,783","0:13:48,868"
America's Got Talent,American Dad!,S10,E3,"Welcome to
<i>America's Got Talent.</i>","0:18:57,547","0:18:59,172"
America's Got Talent,American Dad!,S10,E3,"I mean,
I'm on<i> America's Got Talent.</i>","0:47:7,159","0:47:8,492"
America's Got Talent,American Dad!,S10,E3,apart from<i> America's Got Talent.</i>,"1:7:43,746","1:7:44,996"
America's Got Talent,American Dad!,S10,E1,to win <i> America's Got Talent.</i>,"0:40:59,527","0:41:0,958"
America's Got Talent,American Dad!,S10,E1,And why <i> America's Got Talent?</i>,"0:52:56,543","0:52:58,543"
America's Got Talent,American Dad!,S10,E2,"Hi.
Welcome to<i> America's Got Talent.</i>","0:6:0,694","0:6:2,127"
America's Got Talent,American Dad!,S10,E2,"We love to hear that
on<i> America's Got Talent.</i>","0:7:56,576","0:7:58,944"
America's Got Talent,American Dad!,S10,E2,"But as an act
for<i> America's Got Talent,</i>","0:34:3,710","0:34:6,45"
America's Got Talent,American Dad!,S10,E2,"(woman)
Welcome to<i> America's Got Talent.</i>","1:4:17,556","1:4:18,856"
America's Got Talent,2 Broke Girls,S2,E5,"America's Got Talent.
Do they?","0:19:58,473","0:20:3,143"
America's Got Talent,American Dad!,S10,E3,"Sam, here we are.
<i>America's Got Talent.</i>","0:10:49,229","0:10:51,62"
America's Got Talent,American Dad!,S10,E3,"but<i> America's Got Talent,</i>
and I loved it,","0:22:53,925","0:22:56,426"
America's Got Talent,American Dad!,S10,E3,"at<i> America's Got Talent.</i>
What are your names?","0:32:32,148","0:32:34,692"
America's Got Talent,American Dad!,S10,E1,"(Nick)
Your <i> America's Got Talent</i>
judges!","0:3:43,990","0:3:46,358"
America's Got Talent,American Dad!,S10,E1,"that we love here
on <i> America's Got Talent,</i>","0:22:1,221","0:22:3,521"
America's Got Talent,American Dad!,S10,E1,"(Mel B.)
elcome to <i> America's Got Talent.</i>","0:52:32,251","0:52:34,85"
America's Got Talent,American Dad!,S10,E1,"I am willing,
on <i> America's Got Talent,</i>","1:0:12,413","1:0:14,612"
America's Got Talent,American Dad!,S10,E1,"<i>America's Got Talent,</i>
with four yeses.","1:9:35,509","1:9:38,42"
America's Got Talent,American Dad!,S10,E1,"This does not fit in to
<i>America's Got Talent,</i>","1:15:47,715","1:15:49,515"
America's Got Talent,American Dad!,S10,E2,"Welcome to the tenth anniversary
of<i> America's Got Talent.</i>","0:15:52,18","0:15:54,653"
America's Got Talent,American Dad!,S10,E2,"And I love the audition process
of<i> America's Got Talent.</i>","0:49:54,360","0:49:56,594"
America's Got Talent,Family Guy,S11,E22,"I have been selected to be a contestant
on America's Got Talent!","0:4:21,160","0:4:24,630"
America's Got Talent,Family Guy,S11,E22,"<i>Yo, welcome back to America's Got Talent!</i>","0:4:55,361","0:4:57,568"
America's Got Talent,American Dad!,S10,E3,"Nice to meet you.
Welcome to<i> America's Got Talent.</i>","0:9:23,788","0:9:25,956"
America's Got Talent,American Dad!,S10,E3,"<i>America's Got Talent,</i>
look, look, look.","0:10:51,63","0:10:53,148"
America's Got Talent,American Dad!,S10,E3,"Welcome to the tenth anniversary
of<i> America's Got Talent.</i>","0:25:30,497","0:25:33,665"
America's Got Talent,American Dad!,S10,E3,"(Heidi)
Hello, and welcome to
<i>America's Got Talent.</i>","0:55:53,400","0:55:55,108"
America's Got Talent,American Dad!,S10,E3,"except on our stage
at<i> America's Got Talent.</i>","1:14:18,489","1:14:21,158"
America's Got Talent,American Dad!,S10,E3,"This is what<i> America's Got</i>
<i>Talent</i> is all about.","1:14:34,801","1:14:37,95"
America's Got Talent,American Dad!,S10,E1,"(man)
<i>America's Got Talent</i>
season ten,","0:2:54,307","0:2:56,40"
America's Got Talent,American Dad!,S10,E1,"The best show on television,
<i>America's Got Talent.</i>","0:4:29,2","0:4:31,569"
America's Got Talent,American Dad!,S10,E1,"Welcome to the tenth anniversary
of <i> America's Got Talent.</i>","0:12:52,306","0:12:55,506"
America's Got Talent,American Dad!,S10,E1,"<i>America's Got Talent</i>
must be back in town.","1:5:46,514","1:5:49,947"
America's Got Talent,American Dad!,S10,E2,"(Nick)
Give it up for your
<i>America's Got Talent</i> judges...","0:0:39,673","0:0:41,939"
America's Got Talent,American Dad!,S10,E2,"I thought I'd step up the ante
for<i> America's Got Talent.</i>","0:12:27,880","0:12:29,81"
America's Got Talent,American Dad!,S10,E2,"(girl)
I'm just hanging out at
<i>America's Got Talent.</i>","0:58:26,606","0:58:28,907"
America's Got Talent,American Dad!,S10,E1,"<i>America's Got Talent </i> has been
making dreams come true.","0:0:5,405","0:0:8,272"
America's Got Talent,American Dad!,S10,E1,"All right, here we go. We're off
to <i> America's Got Talent.</i>","0:2:50,937","0:2:54,305"
Sailor Moon,The Simpsons,S31,E1,<i>Sailor Moon and</i> the<i> Moon.</i>,"0:15:21,854","0:15:23,647"
Sailor Moon,Orange Is the New Black,S3,E6,"And I'm like, In <i>Sailor Moon,</i>
<i>he is, bitch. ''</i>","0:24:21,799","0:24:23,836"
Sailor Moon,NCIS: Los Angeles,S7,E5,"Sailor Moon,
Lilith, Chun-Li.","0:19:18,173","0:19:21,842"
Sailor Moon,The Big Bang Theory,S5,E22,"All right, more Sailor Moon for me.","0:17:56,825","0:18:0,244"
Sailor Moon,The Big Bang Theory,S5,E22,"There was about 200 pounds
of Sailor Moon between us.","0:13:39,151","0:13:43,905"
Sailor Moon,The Big Bang Theory,S7,E23,"Wait. Do I count the 200-pound
Sailor Moon girl","0:11:27,800","0:11:30,531"
Sailor Moon,The Big Bang Theory,S5,E22,"Oh, what about that tubby girl in
the Sailor Moon costume at Comic-Con?","0:13:17,129","0:13:21,7"
Hawaii Five-0,Everybody Loves Raymond,S2,E7,Hawaii five-0.,"0:15:33,66","0:15:35,500"
Hawaii Five-0,Jane the Virgin,S4,E3,"Well, this is not Hawaii Five-O.","0:8:43,672","0:8:45,337"
Hawaii Five-0,2 Broke Girls,S2,E21,"with this guy from <i>Hawaii Five-0</i>
is that you are 5'0.","0:6:43,583","0:6:48,688"
Hawaii Five-0,The Simpsons,S33,E19,"The theme to<i> Hawaii Five-O?!</i>
Wow!","0:1:17,120","0:1:19,787"
Hawaii Five-0,Jane the Virgin,S3,E2,"- coming up on<i> Hawaii Five-O.</i>
- Mm.","0:13:8,688","0:13:10,721"
Hawaii Five-0,Jane the Virgin,S3,E5,<i>Esteban got the part on</i> Hawaii Five-O.,"0:0:18,946","0:0:22,390"
Hawaii Five-0,2 Broke Girls,S2,E21,"No, that's the hot Asian star
from <i>Hawaii Five-0.</i>","0:6:33,473","0:6:38,811"
Hawaii Five-0,Jane the Virgin,S3,E2,"This could be about my
big<i> Hawaii Five-O</i> arc!","0:17:1,690","0:17:4,644"
Hawaii Five-0,Jane the Virgin,S3,E5,"but I saw a promo for
Esteban's<i> Hawaii Five-O</i> arc.","0:10:16,133","0:10:19,399"
Hawaii Five-0,Parks and Recreation,S5,E15,"(GASPS) No way! Scott Caan
from <i>Hawaii Five-0?</i>","0:1:13,105","0:1:16,132"
Cobra Kai,black-ish,S3,E17,She's the Cobra Kai to my Daniel-san.,"0:3:17,691","0:3:21,25"
Cobra Kai,Scream Queens,S2,E7,They modeled the guy who ran Cobra Kai,"0:6:54,663","0:6:56,562"
Cobra Kai,iZombie,S4,E11,"Drink what you want. It's all on
Cobra Kai. Wait. That's not right.","0:32:23,920","0:32:27,898"
Cobra Kai,Family Guy,S4,E18,"and then me and my friends from Cobra Kai
are gonna take you down, man!","0:20:29,96","0:20:32,795"
2 Broke Girls,Family Guy,S14,E11,"We're sorry that it's
airing during<i> 2 Broke Girls,</i>","0:7:33,48","0:7:35,915"
Futurama,The Simpsons,S15,E17,"wow, the creator
of futurama!","0:17:8,900","0:17:11,400"
Futurama,Rick and Morty,S4,E8,"yes, Morty,
I saw it on Futurama.","0:6:18,43","0:6:19,713"
Futurama,The Simpsons,S19,E11,"a struggling Matt Groening
created Futurama,","0:2:2,408","0:2:5,361"
Futurama,Gilmore Girls,S4,E15,"Well, maybe you should skip
displaying your <i>Futurama</i> action figures.","0:22:28,727","0:22:32,3"
The Time Traveler's Wife,One Tree Hill,S6,E16,"Right now he's reading
the time traveler's wife.","0:16:11,668","0:16:13,800"
Two and a Half Men,The Simpsons,S17,E15,Two and a half men.,"0:3:33,192","0:3:35,409"
Two and a Half Men,The Simpsons,S19,E8,and got Two and a half men in,"0:3:38,616","0:3:40,543"
Two and a Half Men,CSI: Crime Scene Investigation,S8,E16,"<i>Anybody have a contact
at Two And A Half Men?</i>","0:28:9,390","0:28:11,280"
Two and a Half Men,Family Guy,S7,E7,And I'm gonna turn on Two and a half men,"0:1:43,630","0:1:45,450"
Two and a Half Men,Family Guy,S4,E1,<i>And now back to Two and a Half Men.</i>,"0:6:44,570","0:6:47,61"
Two and a Half Men,American Dad!,S4,E14,"<i>Francine, you know I only laugh
at Two and a Half Men. [Laughs]</i>","0:3:19,532","0:3:24,26"
Two and a Half Men,Gilmore Girls,S6,E20,"And yes, that is the guy
from <i>Two and a Half Men.</i> All right. Enjoy.","0:30:42,487","0:30:45,957"
Two and a Half Men,Family Guy,S7,E7,Two and a half men was filmed in front of a live ostrich.,"0:1:55,110","0:1:58,480"
The Flintstones,The Simpsons,S7,E18,<i>we wouldn't have The Flintstones.</i>,"0:14:2,808","0:14:4,708"
The Flintstones,Young Sheldon,S2,E11,and I've seen it on <i>The Flintstones</i>,"0:12:0,393","0:12:1,826"
The Flintstones,This Is Us,S2,E9,(HUMS MEET THE FLINTSTONES),"0:1:31,328","0:1:32,587"
The Flintstones,Parks and Recreation,S5,E18,"like in the beginning
of <i>The Flintstones.</i>","0:0:20,152","0:0:21,780"
The Flintstones,2 Broke Girls,S3,E1,isn't Flintstones chewables.,"0:2:33,520","0:2:35,350"
The Flintstones,Family Guy,S10,E15,"Dropped a
Flintstones chewable.","0:0:39,118","0:0:40,218"
The Flintstones,NCIS: Los Angeles,S5,E9,"A Flintstones
Chewable, actually.","0:12:39,657","0:12:42,792"
The Flintstones,Modern Family,S8,E14,Just like The Flintstones.,"0:6:17,158","0:6:19,88"
The Flintstones,American Dad!,S5,E8,A flintstones alarm clock.,"0:20:43,60","0:20:45,60"
The Flintstones,CSI: NY,S2,E11,"I think I seen this on an episode
of The Flintstones.","0:21:39,569","0:21:41,729"
The Flintstones,Rizzoli & Isles,S3,E10,"That sounds like a character
from the Flintstones.","0:13:40,770","0:13:42,871"
The Flintstones,According to Jim,S2,E3,"Even the Flintstones
had the Rubbles.","0:3:4,783","0:3:6,685"
The Flintstones,The Simpsons,S16,E13,"Hey! This is
a Flintstones Fun Map.","0:16:46,840","0:16:49,969"
The Flintstones,The Simpsons,S29,E3,"It's like we're visiting
the Flintstones.","0:3:1,137","0:3:3,538"
The Flintstones,Pretty Little Liars,S2,E19,"That bag wasn't filled with
Flintstones vitamins.","0:12:16,22","0:12:18,657"
The Flintstones,According to Jim,S3,E28,"I forgot about
your summer vacations
with the Flintstones.","0:1:52,510","0:1:54,379"
The Flintstones,The Simpsons,S11,E15,"<i>Now, if The Flintstones
has taught us anything...</i>","0:15:9,105","0:15:11,96"
The Flintstones,Family Guy,S20,E19,"of Flintstones vitamins,
Ovaltine, castor oil,","0:18:2,561","0:18:4,866"
The Flintstones,Family Guy,S5,E7,"Stewie, this is Victor. We did a
Flintstones vitamins commercial together.","0:13:30,55","0:13:34,111"
The Flintstones,The Simpsons,S4,E21,"Can you get me some of those
Flintstones chewable morphine?","0:7:13,580","0:7:16,300"
The Flintstones,The Simpsons,S4,E21,"Mom, I need more O.J.
- Flintstones chewable morphine.","0:7:35,500","0:7:39,980"
The Flintstones,The Simpsons,S4,E21,"Flintstones chewable morphine.
- I'll miss Sheriff Lobo.","0:7:42,540","0:7:45,380"
The Flintstones,Rick and Morty,S4,E10,"so you could buy Jerry
more Flintstones Vitam...","0:13:50,996","0:13:53,124"
The Flintstones,This Is Us,S3,E16,"Oh, yeah. She looks like
Wilma from The Flintstones.","0:21:26,991","0:21:29,517"
The Flintstones,NCIS: Los Angeles,S9,E6,"I'll go heavy on the Flintstones
Chewables and on the tai chi.","0:6:29,684","0:6:32,50"
Phineas and Ferb,Two and a Half Men,S12,E7,He likes <i>phineas and ferb.</i>,"0:12:11,198","0:12:12,564"
Euphoria,"Beverly Hills, 90210",S2,E15,Euphoria? What's Euphoria?,"0:39:11,81","0:39:13,204"
Euphoria,Rick and Morty,S4,E9,Euphoria to pregame.,"0:0:9,426","0:0:10,426"
Euphoria,Riverdale,S4,E13,had a baby with Euphoria.,"0:36:36,70","0:36:37,760"
Euphoria,The Simpsons,S31,E22,"I've wanted to watch Euphoria,","0:18:21,367","0:18:22,733"
Star Trek: Voyager,The Simpsons,S18,E16,for Star Trek: Voyager.,"0:7:14,325","0:7:16,872"
I Dream of Jeannie,That '70s Show,S4,E20,<i>I Dream of Jeannie...</i>,"0:17:1,553","0:17:3,544"
I Dream of Jeannie,iZombie,S1,E3,<i>I Dream of Jeannie.</i>,"0:17:55,387","0:17:56,387"
I Dream of Jeannie,American Dad!,S6,E16,"Oh! I <i>Dream of Jeannie</i>
is on next.","0:5:11,481","0:5:14,382"
I Dream of Jeannie,"Beverly Hills, 90210",S6,E8,"Hey, I Dream of Jeannie
and Major Nelson.","0:30:3,234","0:30:5,327"
I Dream of Jeannie,The Wonder Years,S1,E6,"NORMA: Not in an hour, not after I Dream of Jeannie, but now.","0:12:53,357","0:12:58,403"
I Dream of Jeannie,The King of Queens,S6,E5,"<i>THE FINAL CLUE IS I DREAM
OF JEANNIE STAR LARRY BLANK.</i>","0:7:58,360","0:8:2,913"
Mad Men,Jane the Virgin,S2,E7,with the original<i> mad men.</i>,"0:8:30,76","0:8:31,675"
Mad Men,Jane the Virgin,S2,E6,A telenovela version of<i> mad men.</i>,"0:16:18,177","0:16:20,979"
Mad Men,Family Guy,S16,E1,like on Homeland or Mad Men.,"0:7:3,5","0:7:4,507"
Mad Men,Jane the Virgin,S2,E7,"<i> His telenovela version</i>
<i> of</i> mad men","0:0:36,70","0:0:38,70"
Mad Men,The Simpsons,S28,E5,I feel like Mrs. Mad Men.,"0:9:53,322","0:9:55,905"
Mad Men,Family Guy,S14,E18,"It's like when you watch
<i>Mad Men</i> for that chick","0:15:30,342","0:15:32,376"
Mad Men,Blue Bloods,S2,E1,looks like the guy on <i>Mad Men.</i>,"0:3:33,382","0:3:34,914"
Mad Men,Family Guy,S11,E2,"<i>Hello, Mad Men production office.</i>","0:10:42,796","0:10:44,597"
Mad Men,The Simpsons,S21,E11,"like Mad Men, season two!","0:5:3,268","0:5:4,807"
Mad Men,Batman: The Brave and the Bold,S2,E7,Mad men like you come in many forms...,"0:14:54,339","0:14:56,204"
Mad Men,The Big Bang Theory,S6,E19,"So your theme is
I saw a rerun of <i>Mad Men</i>","0:10:3,556","0:10:6,729"
Mad Men,This Is Us,S3,E10,"Uh, or-or maybe
it's like Mad Men, right?","0:6:14,848","0:6:17,661"
Mad Men,Orange Is the New Black,S7,E1,"Ethnic is out.
Besides, Vinnie loves Mad Men.","0:18:26,771","0:18:30,400"
Mad Men,Parks and Recreation,S5,E2,"Speaker system.
<i>Mad Men</i> bar. iPad dock.","0:9:23,62","0:9:25,826"
Mad Men,30 Rock,S7,E12,"Don't you want to know
how <i>Mad men</i> ends?","0:37:21,191","0:37:24,977"
Mad Men,30 Rock,S7,E13,"Don't you want to know
how Mad Men ends?!","0:38:21,532","0:38:23,944"
Mad Men,Family Guy,S11,E2,"<i>Lois, we're not
watching Mad Men no more.</i>","0:11:9,189","0:11:11,457"
The Simpsons,The Big Bang Theory,S9,E21,You love <i>The Simpsons.</i>,"0:8:12,406","0:8:14,172"
The Simpsons,Stargate SG-1,S8,E15,"<i>You have a thing
for The Simpsons, fishing...</i>","0:35:43,387","0:35:46,516"
The Simpsons,The Big Bang Theory,S10,E9,I've been on <i>The Simpsons.</i>,"0:17:21,753","0:17:23,720"
The Simpsons,Rick and Morty,S3,E8,"It's not a Simpsons
Halloween special,","0:4:20,26","0:4:22,160"
The Simpsons,Orange Is the New Black,S7,E7,instead of keeping it Simpsons yellow.,"0:9:33,239","0:9:34,907"
The Simpsons,Sam & Cat,S1,E25,long before the Simpsons did.,"0:16:9,1","0:16:15,572"
The Simpsons,Young Sheldon,S4,E11,"for parents
who hate The Simpsons.","0:12:31,359","0:12:33,56"
The Simpsons,Stargate SG-1,S6,E4,"- What is it, O'Neill?
- I forgot to tape The Simpsons.","0:5:26,747","0:5:30,502"
The Simpsons,The Big Bang Theory,S8,E12,"No. There's also Apu
from<i> The Simpsons.</i>","0:11:54,465","0:11:57,880"
The Simpsons,The Big Bang Theory,S2,E4,"It can't be racist.
He's a beloved character on The Simpsons.","0:14:2,91","0:14:6,427"
The Simpsons,Gilmore Girls,S4,E3,"Right now,
he's totally freaked that <i>The Simpsons...</i>","0:27:37,167","0:27:38,805"
The Simpsons,Young Sheldon,S5,E16,"<i>But she also said that
about The Simpsons.</i>","0:17:6,771","0:17:8,619"
The Simpsons,This Is Us,S3,E12,"The Simpsons say it
better than I ever could.","0:12:23,845","0:12:25,586"
The Simpsons,Stargate Atlantis,S5,E1,"Well, they don't watch The Simpsons
or drink beer.","0:21:22,298","0:21:26,969"
The Simpsons,Mr. Robot,S2,E6,"looks like that
guy from <i>The Simpsons</i>
that you don't like very much.","0:45:9,248","0:45:12,168"
The Simpsons,The O.C.,S4,E10,"...because she has a craxy honk of a laugh
that's like Nelson from The Simpsons.","0:27:52,170","0:27:56,129"
The Simpsons,Ray Donovan,S1,E4,"Of course, at that point, they'll be
begging for non-stop Simpsons reruns.","0:20:7,914","0:20:12,215"
The Simpsons,Last of the Summer Wine,S9,E1,"Which reminds me,
they're all talking about
her next-door to Simpsons.","0:14:59,379","0:15:4,919"
Breaking Bad,2 Broke Girls,S2,E5,<i>Breaking Bad?</i>,"0:0:19,740","0:0:21,190"
Breaking Bad,Family Guy,S16,E1,"Ooh, or Breaking Bad.","0:7:4,540","0:7:6,475"
Breaking Bad,Family Guy,S11,E9,"You will recommend
<i>Breaking Bad</i>","0:2:31,224","0:2:33,459"
Breaking Bad,Family Guy,S12,E18,We gave you Breaking Bad,"0:11:59,720","0:12:1,404"
Breaking Bad,2 Broke Girls,S3,E18,"Yeah, for the Breaking Bad finale!","0:17:37,954","0:17:41,205"
Breaking Bad,Family Guy,S11,E9,We now return to <i>Breaking Bad.</i>,"0:2:27,454","0:2:29,889"
Breaking Bad,Family Guy,S11,E9,"about <i>Breaking Bad</i>
or <i>The Wire.</i>","0:2:48,742","0:2:51,10"
Breaking Bad,The Simpsons,S29,E10,Are you breaking bad up here?,"0:10:10,520","0:10:12,855"
Breaking Bad,NCIS: New Orleans,S3,E20,"that watched too much
<i>Breaking Bad,</i>","0:15:5,808","0:15:6,908"
Breaking Bad,Family Guy,S11,E9,"I will recommend <i>Breaking Bad</i>
to everyone I know.","0:2:35,262","0:2:38,297"
Breaking Bad,Family Guy,S11,E2,<i>And wait'll you see Breaking Bad.</i>,"0:11:51,698","0:11:53,332"
Breaking Bad,Family Guy,S11,E9,"You know, what's not slowing
down-- <i>Breaking Bad.</i>","0:18:4,550","0:18:6,517"
Breaking Bad,Family Guy,S11,E9,"<i>Breaking Bad</i> is the best show
you've ever seen,","0:2:38,331","0:2:41,167"
Breaking Bad,Family Guy,S11,E9,"<i>Breaking Bad</i>
is the best show I've ever seen,","0:2:42,936","0:2:45,604"
Breaking Bad,Family Guy,S11,E9,"I will never stop talking
about <i>Breaking Bad</i> or <i>The Wire.</i>","0:2:51,44","0:2:55,14"
Breaking Bad,2 Broke Girls,S2,E5,"to buy a new one
so I'm going all <i>Breaking Bad.</i>","0:0:17,105","0:0:19,739"
The Marvelous Mrs. Maisel,The Big Bang Theory,S12,E16,Captain Marvelous Mrs. Maisel?,"0:5:10,829","0:5:12,430"
The Marvelous Mrs. Maisel,Brooklyn Nine-Nine,S8,E6,"A Marvelous Mrs. Maisel
tour bus.","0:0:30,561","0:0:31,937"
Black Mirror,The Big Bang Theory,S12,E13,"- <i>Black Mirror?</i>
- No.","0:9:2,657","0:9:4,123"
Black Mirror,Family Guy,S18,E17,"in some kind of<i> Black Mirror</i>
techno nightmare by now.","0:14:53,559","0:14:56,711"
The Addams Family,Brooklyn Nine-Nine,S5,E8,âª The Addams Family âª,"0:17:54,233","0:17:56,151"
The Addams Family,Ray Donovan,S5,E12,You like<i> Addams Family?</i>,"0:44:0,349","0:44:2,182"
The Addams Family,Brooklyn Nine-Nine,S5,E22,"an Addams Family themed rap,","0:18:37,622","0:18:39,45"
The Addams Family,Ray Donovan,S5,E12,<i>Addams Family</i> is to pinball machines.,"0:44:5,201","0:44:8,25"
The Addams Family,Ray Donovan,S5,E12,"<i>Addams Family, Twilight Zone,</i>","0:44:18,891","0:44:22,449"
The Addams Family,Familie,S2,E14,"[SINGING <i>THE ADDAMS FAMILY</i>
THEME SONG]","0:13:32,767","0:13:37,167"
The Addams Family,Rick and Morty,S5,E5,"Screw that! I'm done with this
Addams Family bull","0:16:9,759","0:16:12,337"
The Addams Family,Modern Family,S2,E13,"From, uh-
Oh, she was in Addams Family.","0:10:44,477","0:10:47,898"
The Addams Family,The Sopranos,S2,E7,"What's with those clothes?
She in the Addams Family?","0:4:27,0","0:4:29,960"
The Addams Family,Brooklyn Nine-Nine,S5,E8,"âª With the Addams Family
staying up all night âª","0:17:29,942","0:17:32,76"
The Addams Family,Ray Donovan,S5,E12,"I scored 178 million
playing<i> Addams Family.</i>","0:43:55,934","0:43:59,737"
The Addams Family,2 Broke Girls,S3,E17,"This is my least favorite part
of the Addams Family.","0:14:57,298","0:15:1,567"
The Addams Family,2 Broke Girls,S1,E17,"This is my least favorite part
of the Addams Family.","0:14:57,298","0:15:1,567"
The Addams Family,American Horror Story,S1,E1,Great. So we're the Addams Family now.,"0:9:11,301","0:9:14,422"
The Addams Family,Brooklyn Nine-Nine,S5,E14,"about his Addams Family-themed
wedding vows rap?","0:5:23,856","0:5:26,184"
The Addams Family,Orange Is the New Black,S6,E9,"-'Cause that's the only sound I'm hearing.
-It's like <i>The Addams Family</i> theme song.","0:6:5,490","0:6:9,702"
The Addams Family,Gilmore Girls,S5,E5,"You know, Lurch on the <i>Addams Family,</i>
'cause he would leave people in the lurch?","0:22:51,887","0:22:55,84"
The Penguins of Madagascar,2 Broke Girls,S4,E13,"I loved you in<i> The Penguins</i>
<i>of Madagascar.</i>","0:0:17,952","0:0:20,486"
Xena: Warrior Princess,Everybody Loves Raymond,S3,E5,"Xena, warrior princess.
Xena, warrior princess.","0:1:13,808","0:1:17,643"
Xena: Warrior Princess,CSI: Crime Scene Investigation,S7,E22,"Xena, warrior princess.","0:12:44,350","0:12:46,40"
Xena: Warrior Princess,Midsomer Murders,S19,E4,And the winner is Xena Warrior Princess.,"1:14:18,100","1:14:22,250"
Xena: Warrior Princess,NCIS: Los Angeles,S10,E20,"maybe even
<i>Xena: the Warrior Princess.</i>","0:33:38,114","0:33:40,13"
Xena: Warrior Princess,NCIS: Los Angeles,S6,E11,"...one <i>Xena: Warrior Princess</i>
leather miniskirt","0:9:59,971","0:10:2,573"
MasterChef,Station 19,S5,E13,"very, uh, MasterChef-y about things.","0:16:59,975","0:17:2,499"
MasterChef,Brooklyn Nine-Nine,S3,E10,"Gross food, tan pants,
<i>MasterChef Junior.</i>","0:1:57,484","0:1:59,849"
Riverdale,Gossip Girl,S3,E2,Riverdale doesn't count.,"0:6:16,400","0:6:16,950"
Riverdale,The Simpsons,S31,E6,"And now, an new scene
from the CW's<i> Riverdale.</i>","0:1:20,632","0:1:24,156"
Everybody Loves Raymond,Gilmore Girls,S7,E7,<i>Everybody Loves Raymond.</i>,"0:18:51,967","0:18:54,356"
Everybody Loves Raymond,black-ish,S4,E18,You loved Everybody Loves Raymond.,"0:16:25,999","0:16:27,798"
Everybody Loves Raymond,Family Guy,S5,E4,"<i>if you loved
Everybody Loves Raymond,</i>","0:2:54,135","0:2:56,92"
Everybody Loves Raymond,30 Rock,S6,E6,"but I have seen
<i>Everybody loves Raymond.</i>","0:3:36,97","0:3:37,981"
Everybody Loves Raymond,black-ish,S4,E18,"I spent watching
Everybody Loves Raymond.","0:16:22,361","0:16:24,696"
Everybody Loves Raymond,30 Rock,S5,E19,"the creator of the acclaimed show
<i>Everybody Loves Raymond.</i>","0:16:2,447","0:16:5,439"
Everybody Loves Raymond,30 Rock,S5,E5,"like those sluts
on Everybody Loves Raymond.","0:6:27,17","0:6:29,542"
Everybody Loves Raymond,The Simpsons,S25,E7,"You could do what
<i>Everybody Loves Raymond</i> did.","0:5:41,566","0:5:43,900"
Everybody Loves Raymond,30 Rock,S5,E19,"I never heard back about my audition
for <i>Everybody Loves Raymond.</i>","0:16:28,139","0:16:30,300"
Pretty Little Liars,Rizzoli & Isles,S5,E12,"What are your thoughts
about Pretty Little Liars?","0:12:40,366","0:12:43,403"
Pretty Little Liars,2 Broke Girls,S5,E5,"Don't drag me into the
middle of Pretty Little Liars.","0:4:53,466","0:4:57,504"
Naruto,Rick and Morty,S5,E7,"Whoa, easy now,
Naruto.","0:19:2,315","0:19:5,186"
Naruto,Rick and Morty,S5,E7,"Shit. Put that down, Naruto.
Your great-grandpa is in there.","0:19:24,728","0:19:26,686"
Teenage Mutant Ninja Turtles,Two and a Half Men,S1,E2,Teenage Mutant Ninja Turtles,"0:0:7,630","0:0:11,250"
Teenage Mutant Ninja Turtles,Brooklyn Nine-Nine,S7,E10,"The Teenage Mutant
Ninja Turtles?","0:4:52,324","0:4:54,442"
Teenage Mutant Ninja Turtles,30 Rock,S6,E13,"<i>from teenage mutant
ninja turtles.</i>","0:3:49,546","0:3:51,79"
Teenage Mutant Ninja Turtles,Young Sheldon,S3,E21,"<i>of the Teenage Mutant
Ninja Turtles.</i>","0:1:24,16","0:1:25,992"
Teenage Mutant Ninja Turtles,NCIS: Los Angeles,S5,E21,"Hmm?
Teenage Mutant Ninja Turtles.","0:3:45,194","0:3:47,494"
Teenage Mutant Ninja Turtles,Young Sheldon,S3,E1,about Teenage Mutant Ninja Turtles.,"0:2:57,500","0:2:59,500"
Teenage Mutant Ninja Turtles,Brooklyn Nine-Nine,S8,E7,"Like that episode of
Teenage Mutant Ninja Turtles","0:7:23,278","0:7:25,153"
Teenage Mutant Ninja Turtles,The Big Bang Theory,S6,E10,"And Teenage Mutant Ninja Turtles.
Heroes in a half shell.","0:0:17,559","0:0:22,21"
Teenage Mutant Ninja Turtles,Gilmore Girls,S3,E21,"It's too late to throw me
a Teenage Mutant Ninja Turtles party.","0:37:48,967","0:37:52,39"
How I Met Your Mother,The Simpsons,S33,E9,"<i>And that's how
I met your mother.</i>","0:17:32,577","0:17:35,153"
How I Met Your Mother,Family Guy,S17,E8,âª How I Met Your Mother âª,"0:16:19,168","0:16:20,292"
How I Met Your Mother,The Simpsons,S25,E2,"And that, kids, is
how I met your mother.","0:20:52,919","0:20:56,787"
