reference_title,title,season,episode,text,start_time,end_time
Doctor Who,Scream Queens,S2,E4,I'm sorry. Did this crappy dormturn into a <i>Doctor Who</i> TARDIS,"0:16:37,254","0:16:41,126"
Doctor Who,Leverage,S1,E5,Took more than an hour to torrentthe last episode of Doctor Who.,"0:2:44,794","0:2:47,583"
Doctor Who,The Big Bang Theory,S8,E19,"But then again, I don't knowmuch about <i>Doctor Who.</i>","0:13:34,836","0:13:38,759"
Doctor Who,The Simpsons,S11,E4,"near-mint condition between Doctor Whoand, of course, Yasmine Bleeth.","0:11:13,739","0:11:18,5"
Doctor Who,The Big Bang Theory,S9,E12,Quindi vieni con me alla conventiondel Doctor Who la settimana prossima?,"0:10:51,934","0:10:55,29"
Doctor Who,House,S3,E16,"'Cause you're a good doctor who couldn'tget himself hired at a blood bank,","0:41:20,979","0:41:23,480"
The Sopranos,This Is Us,S4,E15,or The Sopranos?,"0:13:52,403","0:13:53,971"
The Sopranos,Scrubs,S4,E7,"You know, on'The Sopranos,'","0:3:25,340","0:3:26,715"
The Sopranos,Family Guy,S16,E1,The Sopranos.Right.,"0:12:8,677","0:12:9,913"
The Sopranos,FBI: Most Wanted,S2,E3,It's like The Sopranos at the end.,"0:27:26,192","0:27:28,369"
The Sopranos,The Simpsons,S33,E20,That's when we weresopranos in the choir.,"0:3:50,831","0:3:53,758"
The Sopranos,Gossip Girl,S3,E9,"It's like the sopranos,but with bagels.","0:8:1,230","0:8:3,450"
The Sopranos,American Dad!,S13,E5,"on your sweet Sopranospinball machine,","0:9:56,501","0:9:58,567"
The Sopranos,Suits,S3,E4,"Okay. So, you watchThe Sopranos, too?","0:23:7,786","0:23:9,980"
The Sopranos,Riverdale,S5,E14,"like Greek myths, Dostoyevsky,The Sopranos.","0:27:32,779","0:27:37,326"
The Sopranos,Suits,S3,E4,Nobody watches The Wire withoutstarting with The Sopranos.,"0:23:10,122","0:23:12,920"
The Sopranos,Castle,S4,E6,"Well, there was that lastepisode of The Sopranos.","0:5:13,419","0:5:15,691"
The Sopranos,Family Guy,S6,E5,"Well, at least it didn't end likeThe Sopranos,","0:20:56,447","0:20:58,521"
The Sopranos,American Dad!,S3,E3,"<i>Yeah, give me threeSopranos pinball machines...</i>","0:16:45,201","0:16:47,703"
The Sopranos,Sex Education,S3,E2,"Sopranos,all I can hear is tit-ties, all right?","0:13:6,799","0:13:9,720"
The Sopranos,Law & Order,S12,E3,It's The <i>Sopranos.</i>Makes 'em think theycan get away with anything.,"0:6:23,717","0:6:26,425"
The Sopranos,Law & Order,S9,E7,Maybe if the sopranosremoved one pieceof clothing with each aria.,"0:0:24,290","0:0:27,316"
The Sopranos,Smallville,S9,E8,Since his Christmas card roster readslike a Sopranos hit list.,"0:12:8,813","0:12:11,982"
The Sopranos,The Simpsons,S12,E10,"Hey, you ever meet any mob guys?Are they really like <i>The Sopranos?</i>","0:21:25,217","0:21:29,85"
The Sopranos,Gossip Girl,S4,E18,but Carmela on Sopranos didn'tget big break till she was 40.,"0:7:20,861","0:7:25,440"
Pokémon,The Sopranos,S2,E12,-What?-Pokémon cards.,"0:28:45,720","0:28:47,480"
Pokémon,The Sopranos,S2,E12,l heard they're gonna jacka load of these Pokémon cards.,"0:29:32,279","0:29:36,200"
Stranger Things,South Park,S21,E10,Stranger Things.,"0:6:0,627","0:6:3,461"
Stranger Things,Hawaii Five-0,S9,E5,Barb from <i>Stranger Things?</i>,"0:15:9,522","0:15:11,549"
Stranger Things,The Blacklist,S4,E6,<i> Stranger things.</i>Yeah.,"0:27:8,493","0:27:10,534"
Stranger Things,South Park,S21,E10,I saw Stranger Things<i>and</i> It.,"0:6:15,641","0:6:18,410"
Stranger Things,NCIS: Los Angeles,S9,E21,and the creaturefrom <i>Stranger Things.</i>,"0:10:25,416","0:10:27,816"
Stranger Things,Family Guy,S19,E11,watch some<i> Stranger Things</i>?,"0:20:22,213","0:20:24,340"
Stranger Things,South Park,S21,E10,We all saw Itand Stranger Things.,"0:9:10,249","0:9:12,649"
Stranger Things,The Blacklist,S4,E6,We're binge-watching<i> stranger things.</i>,"0:23:51,564","0:23:54,634"
Stranger Things,Charmed,S4,E2,"Now, if you're doneplaying Stranger Things,","0:2:13,396","0:2:14,939"
Stranger Things,South Park,S23,E9,when I was trying to watchStranger Things on Netflix.,"0:18:38,451","0:18:40,994"
Stranger Things,The Simpsons,S29,E10,Stranger Things suffersfrom season two fatigue.,"0:2:54,427","0:2:58,531"
Stranger Things,Teen Wolf,S5,E2, People with night terrors have done far stranger things,"0:21:0,948","0:21:3,315"
Stranger Things,South Park,S21,E10,"But wait, isn't StrangerThings just like that movie...","0:6:7,132","0:6:9,901"
Halo,Hawaii Five-0,S4,E8,<i>That's Halo.</i>,"0:11:34,187","0:11:35,318"
Halo,Modern Family,S5,E21,Halo!,"0:13:19,932","0:13:21,275"
Halo,Modern Family,S5,E21,- What?- Halo!,"0:5:22,622","0:5:24,398"
Halo,The Big Bang Theory,S2,E6,Wednesday's Halo night.,"0:12:12,314","0:12:14,646"
Halo,The Big Bang Theory,S3,E13,"Right, games. They took Halo 1, Halo 2,Halo 3, Call of Duty 1, Call of Duty 2...","0:2:58,378","0:3:2,576"
Halo,Family Guy,S12,E18,"He was playing Halo, now he has a halo.","0:0:45,280","0:0:47,726"
Halo,Modern Family,S6,E16,"Halo! Honey, haveyou been playing...","0:0:38,603","0:0:41,54"
Halo,The Big Bang Theory,S3,E21,"Hey, who's ready for Halo?","0:18:49,495","0:18:50,928"
Halo,NCIS,S9,E2,<i>Halo 5</i> is so not<i>Tecmo Bowl.</i>,"0:3:42,987","0:3:46,122"
Halo,NCIS: Los Angeles,S9,E2,<i>Halo 5</i> is so not<i>Tecmo Bowl.</i>,"0:3:42,987","0:3:46,122"
Halo,Marvel's Agents of S.H.I.E.L.D.,S1,E8, ...a halo of stones ... protect the tree still.,"0:3:38,336","0:3:42,38"
Halo,Arrow,S6,E10,So how does thiscompare to Halo?,"0:32:13,480","0:32:15,513"
Halo,The Big Bang Theory,S3,E21,"What do you mean, what?It's Halo night.","0:17:28,281","0:17:30,715"
Halo,The Big Bang Theory,S2,E6,"- You're not going to Halo night.- Yes, I am. It's Wednesday.","0:12:8,878","0:12:12,143"
Bridgerton,This Is Us,S5,E14,and watch the next episodeof Bridgerton.,"0:37:20,740","0:37:22,719"
Naruto,Rick and Morty,S5,E7,"Whoa, easy now,Naruto.","0:19:2,315","0:19:5,186"
Naruto,Rick and Morty,S5,E7,"Shit. Put that down, Naruto.Your great-grandpa is in there.","0:19:24,728","0:19:26,686"
Peppa Pig,South Park,S21,E5,Peppa Pig just collapsedon stage!,"0:15:15,548","0:15:17,447"
Peppa Pig,The Big Bang Theory,S11,E18,"and <i>Peppa Pig,</i> which isboth funny and meaningful.","0:4:56,596","0:5:0,533"
Peppa Pig,South Park,S21,E5,"Oh, my God! Don't let anyonenear Peppa Pig until I arrive!","0:15:17,450","0:15:21,119"
